date,open,high,low,close,volume
2020-01-02 00:00:00,135.0,135.9199981689453,134.77000427246094,135.4199981689453,3148600
2020-01-03 00:00:00,133.57000732421875,134.86000061035156,133.55999755859375,134.33999633789062,2373700
2020-01-06 00:00:00,133.4199981689453,134.24000549316406,133.1999969482422,134.10000610351562,2425500
2020-01-07 00:00:00,133.69000244140625,134.9600067138672,133.39999389648438,134.19000244140625,3090800
2020-01-08 00:00:00,134.50999450683594,135.86000061035156,133.9199981689453,135.30999755859375,4346000
2020-01-09 00:00:00,135.74000549316406,136.7899932861328,135.30999755859375,136.74000549316406,3730600
2020-01-10 00:00:00,137.0,137.8699951171875,136.30999755859375,136.69000244140625,3255400
2020-01-13 00:00:00,135.47999572753906,136.63999938964844,135.07000732421875,136.60000610351562,3531000
2020-01-14 00:00:00,136.27999877929688,137.13999938964844,135.5500030517578,135.82000732421875,3681000
2020-01-15 00:00:00,136.0,138.05999755859375,135.7100067138672,136.6199951171875,4045900
2020-01-16 00:00:00,137.32000732421875,138.19000244140625,137.00999450683594,137.97999572753906,4320900
2020-01-17 00:00:00,136.5399932861328,138.3300018310547,136.16000366210938,138.30999755859375,5623300
2020-01-21 00:00:00,137.80999755859375,139.35000610351562,137.60000610351562,139.1699981689453,7244100
2020-01-22 00:00:00,143.32000732421875,145.7899932861328,142.5500030517578,143.88999938964844,16470400
2020-01-23 00:00:00,144.1999969482422,144.41000366210938,142.14999389648438,142.8699951171875,5657800
2020-01-24 00:00:00,143.38999938964844,143.9199981689453,140.4600067138672,140.55999755859375,5580200
2020-01-27 00:00:00,138.5,140.07000732421875,138.10000610351562,138.6199951171875,4166600
2020-01-28 00:00:00,139.5,140.47000122070312,138.75,139.5500030517578,3451600
2020-01-29 00:00:00,139.1699981689453,139.5800018310547,137.60000610351562,137.69000244140625,3053800
2020-01-30 00:00:00,136.75999450683594,136.97000122070312,134.97000122070312,136.77000427246094,5057900
2020-01-31 00:00:00,142.89999389648438,144.0500030517578,140.7899932861328,143.72999572753906,18994600
